Unnamed: 0,hr_state,sysbp_state,glucose_state,oxygen_state,diabetes_state,antibiotic_state,vaso_state,vent_state,Action_taken,beh_p_0,beh_p_1,beh_p_2,beh_p_3,beh_p_4,beh_p_5,beh_p_6,beh_p_7
0,0,0,0,0,0,0,0,0,2,0.015048264,0.046751525,0.25669533,0.13410677,0.20954703,0.043871053,0.23808606,0.055894103
1,0,0,0,0,0,0,0,1,2,0.0034086013,0.019881452,0.55120623,0.0740069,0.053244967,0.017516317,0.24804509,0.032690383
2,0,0,0,0,0,0,1,0,2,0.014229017,0.057515517,0.30234376,0.2538914,0.0142636765,0.055760693,0.2041606,0.09783523
3,0,0,0,0,0,0,1,1,2,0.0034555646,0.019867385,0.5997703,0.1332716,0.003803344,0.018566988,0.17250732,0.048757467
4,0,0,0,0,0,1,0,0,6,0.02634698,0.048784442,0.14179145,0.16188532,0.13930318,0.051407922,0.34616223,0.08431857
5,0,0,0,0,0,1,0,1,6,0.008862119,0.02274939,0.32534108,0.09517809,0.04887159,0.022301452,0.40460965,0.0720866
6,0,0,0,0,0,1,1,0,6,0.01618438,0.056155384,0.15704244,0.23556374,0.008611417,0.058106385,0.32577908,0.14255722
7,0,0,0,0,0,1,1,1,2,0.0057901726,0.022921825,0.3579839,0.137752,0.0033147202,0.022499174,0.34303716,0.10670095
8,0,0,1,0,0,0,0,0,3,0.015627533,0.023573665,0.14364536,0.5634523,0.038584754,0.025219431,0.057560556,0.13233638
9,0,0,1,0,0,0,0,1,3,0.0039455094,0.015437243,0.31397578,0.46562853,0.015355158,0.016059963,0.08822106,0.08137676
10,0,0,1,0,0,0,1,0,3,0.007578633,0.0137783205,0.09139829,0.7412286,0.0032440764,0.015569628,0.027801914,0.099400505
11,0,0,1,0,0,0,1,1,3,0.002386108,0.009220302,0.2276639,0.6440458,0.0015509771,0.010271957,0.044530716,0.060330234
12,0,0,1,0,0,1,0,0,3,0.089911185,0.028840793,0.08332948,0.471253,0.027347304,0.028797794,0.0534157,0.21710478
13,0,0,1,0,0,1,0,1,3,0.029738333,0.020024639,0.18774733,0.4408966,0.01332798,0.019809056,0.09163695,0.19681916
14,0,0,1,0,0,1,1,0,3,0.033099897,0.021074448,0.06645227,0.62296337,0.0025265038,0.020536883,0.034138173,0.1992084
15,0,0,1,0,0,1,1,1,3,0.012625599,0.013363101,0.15731584,0.5778103,0.001353343,0.013145491,0.054807864,0.16957848
16,0,0,2,0,0,0,0,0,3,0.002110519,0.012764738,0.08601659,0.77461827,0.010088186,0.013781494,0.032062083,0.068558216
17,0,0,2,0,0,0,0,1,3,0.00045795907,0.007438395,0.12451531,0.7809514,0.0031872322,0.0074246814,0.03004955,0.04597547
18,0,0,2,0,0,0,1,0,3,0.0010180582,0.0067407396,0.04895643,0.88110566,0.0011365673,0.007498476,0.012589997,0.04095393
19,0,0,2,0,0,0,1,1,3,0.00022785159,0.0038912676,0.07239587,0.88299954,0.00035911426,0.0039601377,0.011335305,0.024830855
20,0,0,2,0,0,1,0,0,3,0.022484379,0.01737504,0.05811877,0.70187044,0.008306404,0.017419064,0.03242438,0.14200154
21,0,0,2,0,0,1,0,1,3,0.005288277,0.010437106,0.083685644,0.7429901,0.003160115,0.009829091,0.034305647,0.110304065
22,0,0,2,0,0,1,1,0,3,0.008670139,0.010008791,0.036630116,0.8320158,0.00095183944,0.009783043,0.013410043,0.0885302
23,0,0,2,0,0,1,1,1,3,0.0021416817,0.0054733143,0.051448718,0.8607806,0.0003463534,0.0050403737,0.012685336,0.06208361
24,0,0,3,0,0,0,0,0,3,0.00040850218,0.011961369,0.1074185,0.7704926,0.013563685,0.012260501,0.0632727,0.02062209
25,0,0,3,0,0,0,0,1,3,8.965095e-05,0.006579167,0.15274784,0.7599834,0.004171873,0.0062193875,0.05536517,0.014843529
26,0,0,3,0,0,0,1,0,3,0.0002060585,0.0067179217,0.06015855,0.8860027,0.0012674803,0.0071254987,0.024147725,0.014374129
27,0,0,3,0,0,0,1,1,3,4.2071802e-05,0.0035672677,0.08298885,0.8810768,0.00036766336,0.0034399547,0.019233325,0.009284118
28,0,0,3,0,0,1,0,0,3,0.00517571,0.017224733,0.076128624,0.76302725,0.011479273,0.016214266,0.06621208,0.044538107
29,0,0,3,0,0,1,0,1,3,0.0011375563,0.009714351,0.107947536,0.7694659,0.0043267203,0.008534016,0.06560906,0.0332648
30,0,0,3,0,0,1,1,0,3,0.0023396788,0.009133415,0.042280916,0.8866214,0.001036705,0.008665601,0.022447992,0.027474133
31,0,0,3,0,0,1,1,1,3,0.0004945194,0.0048056263,0.056629736,0.89514166,0.00035202145,0.0042321,0.019762464,0.018581873
32,0,0,4,0,0,0,0,0,3,8.319563e-05,0.010011383,0.104072236,0.7595706,0.01263432,0.009854677,0.09594315,0.007830417
33,0,0,4,0,0,0,0,1,3,1.8968276e-05,0.005371532,0.15417944,0.741659,0.004047658,0.004903866,0.08420784,0.00561176
34,0,0,4,0,0,0,1,0,3,4.145483e-05,0.005916396,0.060323533,0.88227475,0.0010792859,0.006079329,0.03846642,0.0058188466
35,0,0,4,0,0,0,1,1,3,8.690565e-06,0.0030460502,0.08732913,0.87172246,0.00032821708,0.0028807002,0.030864712,0.0038201273
36,0,0,4,0,0,1,0,0,3,0.0010067268,0.014366667,0.07471474,0.7696251,0.010607929,0.012881924,0.10027857,0.01651835
37,0,0,4,0,0,1,0,1,3,0.00022478915,0.007763795,0.10945348,0.7627103,0.004073767,0.006529484,0.09717036,0.012074145
38,0,0,4,0,0,1,1,0,3,0.0004924665,0.007873553,0.041762322,0.89673436,0.0008556622,0.0072348276,0.03445565,0.010591255
39,0,0,4,0,0,1,1,1,3,0.00010223785,0.0040484183,0.059420582,0.8949012,0.00030414463,0.003474723,0.03063248,0.007116246
40,0,0,0,1,0,0,0,0,2,0.015048264,0.046751525,0.25669533,0.13410677,0.20954703,0.043871053,0.23808606,0.055894103
41,0,0,0,1,0,0,0,1,2,0.0034086013,0.019881452,0.55120623,0.0740069,0.053244967,0.017516317,0.24804509,0.032690383
42,0,0,0,1,0,0,1,0,2,0.014229017,0.057515517,0.30234376,0.2538914,0.0142636765,0.055760693,0.2041606,0.09783523
43,0,0,0,1,0,0,1,1,2,0.0034555646,0.019867385,0.5997703,0.1332716,0.003803344,0.018566988,0.17250732,0.048757467
44,0,0,0,1,0,1,0,0,6,0.02634698,0.048784442,0.14179145,0.16188532,0.13930318,0.051407922,0.34616223,0.08431857
45,0,0,0,1,0,1,0,1,6,0.008862119,0.02274939,0.32534108,0.09517809,0.04887159,0.022301452,0.40460965,0.0720866
46,0,0,0,1,0,1,1,0,6,0.01618438,0.056155384,0.15704244,0.23556374,0.008611417,0.058106385,0.32577908,0.14255722
47,0,0,0,1,0,1,1,1,2,0.0057901726,0.022921825,0.3579839,0.137752,0.0033147202,0.022499174,0.34303716,0.10670095
48,0,0,1,1,0,0,0,0,3,0.015627533,0.023573665,0.14364536,0.5634523,0.038584754,0.025219431,0.057560556,0.13233638
49,0,0,1,1,0,0,0,1,3,0.0039455094,0.015437243,0.31397578,0.46562853,0.015355158,0.016059963,0.08822106,0.08137676
50,0,0,1,1,0,0,1,0,3,0.007578633,0.0137783205,0.09139829,0.7412286,0.0032440764,0.015569628,0.027801914,0.099400505
51,0,0,1,1,0,0,1,1,3,0.002386108,0.009220302,0.2276639,0.6440458,0.0015509771,0.010271957,0.044530716,0.060330234
52,0,0,1,1,0,1,0,0,3,0.089911185,0.028840793,0.08332948,0.471253,0.027347304,0.028797794,0.0534157,0.21710478
53,0,0,1,1,0,1,0,1,3,0.029738333,0.020024639,0.18774733,0.4408966,0.01332798,0.019809056,0.09163695,0.19681916
54,0,0,1,1,0,1,1,0,3,0.033099897,0.021074448,0.06645227,0.62296337,0.0025265038,0.020536883,0.034138173,0.1992084
55,0,0,1,1,0,1,1,1,3,0.012625599,0.013363101,0.15731584,0.5778103,0.001353343,0.013145491,0.054807864,0.16957848
56,0,0,2,1,0,0,0,0,3,0.002110519,0.012764738,0.08601659,0.77461827,0.010088186,0.013781494,0.032062083,0.068558216
57,0,0,2,1,0,0,0,1,3,0.00045795907,0.007438395,0.12451531,0.7809514,0.0031872322,0.0074246814,0.03004955,0.04597547
58,0,0,2,1,0,0,1,0,3,0.0010180582,0.0067407396,0.04895643,0.88110566,0.0011365673,0.007498476,0.012589997,0.04095393
59,0,0,2,1,0,0,1,1,3,0.00022785159,0.0038912676,0.07239587,0.88299954,0.00035911426,0.0039601377,0.011335305,0.024830855
60,0,0,2,1,0,1,0,0,3,0.022484379,0.01737504,0.05811877,0.70187044,0.008306404,0.017419064,0.03242438,0.14200154
61,0,0,2,1,0,1,0,1,3,0.005288277,0.010437106,0.083685644,0.7429901,0.003160115,0.009829091,0.034305647,0.110304065
62,0,0,2,1,0,1,1,0,3,0.008670139,0.010008791,0.036630116,0.8320158,0.00095183944,0.009783043,0.013410043,0.0885302
63,0,0,2,1,0,1,1,1,3,0.0021416817,0.0054733143,0.051448718,0.8607806,0.0003463534,0.0050403737,0.012685336,0.06208361
64,0,0,3,1,0,0,0,0,3,0.00040850218,0.011961369,0.1074185,0.7704926,0.013563685,0.012260501,0.0632727,0.02062209
65,0,0,3,1,0,0,0,1,3,8.965095e-05,0.006579167,0.15274784,0.7599834,0.004171873,0.0062193875,0.05536517,0.014843529
66,0,0,3,1,0,0,1,0,3,0.0002060585,0.0067179217,0.06015855,0.8860027,0.0012674803,0.0071254987,0.024147725,0.014374129
67,0,0,3,1,0,0,1,1,3,4.2071802e-05,0.0035672677,0.08298885,0.8810768,0.00036766336,0.0034399547,0.019233325,0.009284118
68,0,0,3,1,0,1,0,0,3,0.00517571,0.017224733,0.076128624,0.76302725,0.011479273,0.016214266,0.06621208,0.044538107
69,0,0,3,1,0,1,0,1,3,0.0011375563,0.009714351,0.107947536,0.7694659,0.0043267203,0.008534016,0.06560906,0.0332648
70,0,0,3,1,0,1,1,0,3,0.0023396788,0.009133415,0.042280916,0.8866214,0.001036705,0.008665601,0.022447992,0.027474133
71,0,0,3,1,0,1,1,1,3,0.0004945194,0.0048056263,0.056629736,0.89514166,0.00035202145,0.0042321,0.019762464,0.018581873
72,0,0,4,1,0,0,0,0,3,8.319563e-05,0.010011383,0.104072236,0.7595706,0.01263432,0.009854677,0.09594315,0.007830417
73,0,0,4,1,0,0,0,1,3,1.8968276e-05,0.005371532,0.15417944,0.741659,0.004047658,0.004903866,0.08420784,0.00561176
74,0,0,4,1,0,0,1,0,3,4.145483e-05,0.005916396,0.060323533,0.88227475,0.0010792859,0.006079329,0.03846642,0.0058188466
75,0,0,4,1,0,0,1,1,3,8.690565e-06,0.0030460502,0.08732913,0.87172246,0.00032821708,0.0028807002,0.030864712,0.0038201273
76,0,0,4,1,0,1,0,0,3,0.0010067268,0.014366667,0.07471474,0.7696251,0.010607929,0.012881924,0.10027857,0.01651835
77,0,0,4,1,0,1,0,1,3,0.00022478915,0.007763795,0.10945348,0.7627103,0.004073767,0.006529484,0.09717036,0.012074145
78,0,0,4,1,0,1,1,0,3,0.0004924665,0.007873553,0.041762322,0.89673436,0.0008556622,0.0072348276,0.03445565,0.010591255
79,0,0,4,1,0,1,1,1,3,0.00010223785,0.0040484183,0.059420582,0.8949012,0.00030414463,0.003474723,0.03063248,0.007116246
80,0,1,0,0,0,0,0,0,6,0.0013587332,0.017622354,0.23984931,0.013517417,0.06223836,0.01546788,0.6469575,0.0029884763
81,0,1,0,0,0,0,0,1,6,0.00026350108,0.0065280083,0.40642434,0.0082319435,0.011358489,0.005379701,0.55944777,0.0023662504
82,0,1,0,0,0,0,1,0,6,0.0010630335,0.020891458,0.25341251,0.01789494,0.0037478046,0.01758743,0.68145967,0.0039431807
83,0,1,0,0,0,0,1,1,6,0.00024016906,0.007406803,0.43367887,0.011717398,0.00084177963,0.005926688,0.53715664,0.0030315672
84,0,1,0,0,0,1,0,0,6,0.0025299299,0.011331927,0.1399893,0.009103679,0.052579418,0.011876069,0.7707037,0.0018859942
85,0,1,0,0,0,1,0,1,6,0.000617067,0.0044470388,0.23987535,0.0055586025,0.01223456,0.0043142173,0.73086905,0.002084137
86,0,1,0,0,0,1,1,0,6,0.0016233103,0.012459742,0.12982073,0.010137198,0.0027936804,0.01206886,0.82853144,0.0025650314
87,0,1,0,0,0,1,1,1,6,0.00042542064,0.004741511,0.22663236,0.0064670444,0.00078456127,0.004261908,0.7541216,0.0025655953
